,Unnamed: 0,clicks,description,id,image,link,preferences,price,rating,score,title,Creation Date,Modified Date,Slug,Creator,unique id,parsed_preferences,list_preferences,list_gender,list_age_category,list_interest,list_occasion,list_relationship,list_style,all_unique_id
41,41,,"Ailun 3 Pack Screen Protector for iPhone 14 Pro Max[6.7 inch] + 3 Pack Camera Lens Protector,Sensor Protection,Dynamic Island Compatible,Case Friendly Tempered Glass Film,[9H Hardness] - HD",6501d9d43c31ed0ac091f72f,"https://images-na.ssl-images-amazon.com/images/I/71fW+RXbrzL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Ailun-Protector-Protection-Compatible-Friendly/dp/B0B76KJXWV/ref=zg_bs_g_wireless_sccl_1/132-6973416-4920936?psc=1,"Tech and Gadgets , Male , Young Adult , Practical , Premium Brands , Birthdays , Graduations , Promotions and Achievements , Thank You Gifts",9.88,4.5,,"Ailun 3 Pack Screen Protector for iPhone 14 Pro Max[6.7 inch] + 3 Pack Camera Lens Protector,Sensor Protection,Dynamic Island Compatible,Case Friendly Tempered Glass Film,[9H Hardness] - HD","Sep 13, 2023 10:19 pm","Sep 13, 2023 10:19 pm",,hello@nocoded.space,1694623746217x888939833812938600,"{'gender': ['male'], 'age_category': ['18 - 25'], 'interest': ['tech and gadgets'], 'occasion': ['birthdays', 'graduations', 'promotions and achievements', 'thank you gifts'], 'relationship': [], 'style': ['practical', 'premium brands']}","['tech and gadgets', 'male', 'young adult', 'practical', 'premium brands', 'birthdays', 'graduations', 'promotions and achievements', 'thank you gifts']",['male'],['18 - 25'],['tech and gadgets'],"['birthdays', 'graduations', 'promotions and achievements', 'thank you gifts']",[],"['practical', 'premium brands']",1694623746217x888939833812938600
42,42,,"NEW'C [3 Pack] Designed for iPhone 14, 13, 13 Pro (6,1"") Screen Protector Tempered Glass, Case Friendly Ultra Resistant",6501d9d43c31ed0ac091f735,"https://images-na.ssl-images-amazon.com/images/I/61pUgAx+pPL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/NEWC-Designed-Protector-Tempered-Resistant/dp/B09F3P3DQD/ref=zg_bs_g_wireless_sccl_4/132-6973416-4920936?psc=1,"Tech and Gadgets , Male , Female , Young Adult , Adult , Practical , Premium Brands , Birthdays , Anniversaries , Holidays , Promotions and Achievements , Graduations , Thank You Gifts",5.5,4.6,,"NEW'C [3 Pack] Designed for iPhone 14, 13, 13 Pro (6,1"") Screen Protector Tempered Glass, Case Friendly Ultra Resistant","Sep 13, 2023 10:19 pm","Sep 13, 2023 10:19 pm",,hello@nocoded.space,1694623747214x831767386212038300,"{'gender': ['male', 'female'], 'age_category': ['18 - 25', '25 - 45'], 'interest': ['tech and gadgets'], 'occasion': ['birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'graduations', 'thank you gifts'], 'relationship': [], 'style': ['practical', 'premium brands']}","['tech and gadgets', 'male', 'female', 'young adult', 'adult', 'practical', 'premium brands', 'birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'graduations', 'thank you gifts']","['male', 'female']","['18 - 25', '25 - 45']",['tech and gadgets'],"['birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'graduations', 'thank you gifts']",[],"['practical', 'premium brands']",1694623747214x831767386212038300
43,43,,​​​​PopSockets Phone Grip with Expanding Kickstand - Black,6501d9d43c31ed0ac091f759,"https://images-na.ssl-images-amazon.com/images/I/41MgkMLaYbL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/PopSockets-PopGrip-Swappable-Phones-Tablets/dp/B07P29XQR4/ref=zg_bs_g_wireless_sccl_22/132-6973416-4920936?psc=1,"Female , Male , Teenager , Young Adult , Adult , Tech and Gadgets , Fashion and Accessories , Practical , Comfortable Yet Stylish , Birthdays , Holidays , Graduations , Appreciation , Thank You Gifts",9.97,4.6,,​​​​PopSockets Phone Grip with Expanding Kickstand - Black,"Sep 13, 2023 10:19 pm","Sep 13, 2023 10:19 pm",,hello@nocoded.space,1694623748243x172711977890042560,"{'gender': ['female', 'male'], 'age_category': ['12 - 18', '18 - 25', '25 - 45'], 'interest': ['tech and gadgets', 'fashion and accessories'], 'occasion': ['birthdays', 'holidays', 'graduations', 'appreciation', 'thank you gifts'], 'relationship': [], 'style': ['practical', 'comfortable yet stylish']}","['female', 'male', 'teenager', 'young adult', 'adult', 'tech and gadgets', 'fashion and accessories', 'practical', 'comfortable yet stylish', 'birthdays', 'holidays', 'graduations', 'appreciation', 'thank you gifts']","['female', 'male']","['12 - 18', '18 - 25', '25 - 45']","['tech and gadgets', 'fashion and accessories']","['birthdays', 'holidays', 'graduations', 'appreciation', 'thank you gifts']",[],"['practical', 'comfortable yet stylish']",1694623748243x172711977890042560
44,44,,"[Apple MFi Certified] iPhone Fast Charger, 20W USB C Power Delivery Wall Charger Plug with 6ft Type C to Lightning Cable Quick Charging Data Sync Cord for iPhone14 13 12 11 Pro Max Mini Xs Xr X 8 iPad",6501d9d43c31ed0ac091f761,"https://images-na.ssl-images-amazon.com/images/I/51qzSTd-1BL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Charger-Certified-Charging-Lightning-Compatible/dp/B08Y1G3KRX/ref=zg_bs_g_wireless_sccl_26/132-6973416-4920936?psc=1,"Male , Female , Young Adult , Adult , Tech and Gadgets , Premium Brands , Practical , Birthdays , Anniversaries , Promotions and Achievements , Graduations , Thank You Gifts",14.45,4.4,,"[Apple MFi Certified] iPhone Fast Charger, 20W USB C Power Delivery Wall Charger Plug with 6ft Type C to Lightning Cable Quick Charging Data Sync Cord for iPhone14 13 12 11 Pro Max Mini Xs Xr X 8 iPad","Sep 13, 2023 10:19 pm","Sep 13, 2023 10:19 pm",,hello@nocoded.space,1694623749273x340209493614805900,"{'gender': ['male', 'female'], 'age_category': ['18 - 25', '25 - 45'], 'interest': ['tech and gadgets'], 'occasion': ['birthdays', 'anniversaries', 'promotions and achievements', 'graduations', 'thank you gifts'], 'relationship': [], 'style': ['premium brands', 'practical']}","['male', 'female', 'young adult', 'adult', 'tech and gadgets', 'premium brands', 'practical', 'birthdays', 'anniversaries', 'promotions and achievements', 'graduations', 'thank you gifts']","['male', 'female']","['18 - 25', '25 - 45']",['tech and gadgets'],"['birthdays', 'anniversaries', 'promotions and achievements', 'graduations', 'thank you gifts']",[],"['premium brands', 'practical']",1694623749273x340209493614805900
45,45,,"PopSockets Translucent Phone Grip with Expanding Kickstand, PopSockets for Phone - Clear",6501d9d43c31ed0ac091f763,"https://images-na.ssl-images-amazon.com/images/I/61y9fC2tzgL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/PopSockets-PopGrip-Swappable-Phones-Tablets/dp/B08WVHWYND/ref=zg_bs_g_wireless_sccl_27/132-6973416-4920936?psc=1,"Female , Male , Teenager , Young Adult , Adult , Fashion and Accessories , Tech and Gadgets , Practical , Comfortable Yet Stylish , Birthdays , Holidays , Appreciation , Thank You Gifts",9.49,4.6,,"PopSockets Translucent Phone Grip with Expanding Kickstand, PopSockets for Phone - Clear","Sep 13, 2023 10:19 pm","Sep 13, 2023 10:19 pm",,hello@nocoded.space,1694623750262x292849093002088400,"{'gender': ['female', 'male'], 'age_category': ['12 - 18', '18 - 25', '25 - 45'], 'interest': ['fashion and accessories', 'tech and gadgets'], 'occasion': ['birthdays', 'holidays', 'appreciation', 'thank you gifts'], 'relationship': [], 'style': ['practical', 'comfortable yet stylish']}","['female', 'male', 'teenager', 'young adult', 'adult', 'fashion and accessories', 'tech and gadgets', 'practical', 'comfortable yet stylish', 'birthdays', 'holidays', 'appreciation', 'thank you gifts']","['female', 'male']","['12 - 18', '18 - 25', '25 - 45']","['fashion and accessories', 'tech and gadgets']","['birthdays', 'holidays', 'appreciation', 'thank you gifts']",[],"['practical', 'comfortable yet stylish']",1694623750262x292849093002088400
46,46,,"Basesailor USB to USB C Adapter 2 Pack,USB C Female to A Male Charger Type C Converter for Apple Watch Ultra iWatch 7 8 SE,iPhone 14 13 12 11 Plus Pro Max Mini,AirPods,iPad Air,Samsung Galaxy S23 S22",6501d9d43c31ed0ac091f767,"https://images-na.ssl-images-amazon.com/images/I/61hh93h2ZbL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Female-Adapter-Charger-Airpods-Samsung/dp/B079LYHNSR/ref=zg_bs_g_wireless_sccl_29/132-6973416-4920936?psc=1,"Male , Female , Young Adult , Adult , Tech and Gadgets , Fashion and Accessories , Premium Brands , Practical , Birthdays , Holidays , Appreciation , Thank You Gifts",9.99,4.6,,"Basesailor USB to USB C Adapter 2 Pack,USB C Female to A Male Charger Type C Converter for Apple Watch Ultra iWatch 7 8 SE,iPhone 14 13 12 11 Plus Pro Max Mini,AirPods,iPad Air,Samsung Galaxy S23 S22","Sep 13, 2023 10:19 pm","Sep 13, 2023 10:19 pm",,hello@nocoded.space,1694623751271x391270845290324000,"{'gender': ['male', 'female'], 'age_category': ['18 - 25', '25 - 45'], 'interest': ['tech and gadgets', 'fashion and accessories'], 'occasion': ['birthdays', 'holidays', 'appreciation', 'thank you gifts'], 'relationship': [], 'style': ['premium brands', 'practical']}","['male', 'female', 'young adult', 'adult', 'tech and gadgets', 'fashion and accessories', 'premium brands', 'practical', 'birthdays', 'holidays', 'appreciation', 'thank you gifts']","['male', 'female']","['18 - 25', '25 - 45']","['tech and gadgets', 'fashion and accessories']","['birthdays', 'holidays', 'appreciation', 'thank you gifts']",[],"['premium brands', 'practical']",1694623751271x391270845290324000
47,47,,"Orgain Organic Vegan Protein Powder, Vanilla Bean - 21g Plant Based Protein, Gluten Free, Dairy Free, Lactose Free, Soy Free, No Sugar Added, Kosher, For Smoothies & Shakes - 2.03lb",6501d9d43c31ed0ac091f785,"https://images-na.ssl-images-amazon.com/images/I/713KGzr+sbL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Orgain-Organic-Protein-Powder-Vanilla/dp/B00J074W7Q/ref=zg_bs_g_climate-pledge_sccl_14/132-6973416-4920936?psc=1,"Male , Female , Young Adult , Adult , Fitness and Wellness , Tech and Gadgets , Fashion and Accessories , Food and Cooking , Sports and Hobbies , Home and Decor , Birthdays , Anniversaries , Holidays , Graduations , Thank You Gifts",27.49,4.6,,"Orgain Organic Vegan Protein Powder, Vanilla Bean - 21g Plant Based Protein, Gluten Free, Dairy Free, Lactose Free, Soy Free, No Sugar Added, Kosher, For Smoothies & Shakes - 2.03lb","Sep 13, 2023 10:19 pm","Sep 13, 2023 10:19 pm",,hello@nocoded.space,1694623752286x801528546306744300,"{'gender': ['male', 'female'], 'age_category': ['18 - 25', '25 - 45'], 'interest': ['fitness and wellness', 'tech and gadgets', 'fashion and accessories', 'food and cooking', 'sports and hobbies', 'home and decor'], 'occasion': ['birthdays', 'anniversaries', 'holidays', 'graduations', 'thank you gifts'], 'relationship': [], 'style': []}","['male', 'female', 'young adult', 'adult', 'fitness and wellness', 'tech and gadgets', 'fashion and accessories', 'food and cooking', 'sports and hobbies', 'home and decor', 'birthdays', 'anniversaries', 'holidays', 'graduations', 'thank you gifts']","['male', 'female']","['18 - 25', '25 - 45']","['fitness and wellness', 'tech and gadgets', 'fashion and accessories', 'food and cooking', 'sports and hobbies', 'home and decor']","['birthdays', 'anniversaries', 'holidays', 'graduations', 'thank you gifts']",[],[],1694623752286x801528546306744300
48,48,,Under Armour Men's New Freedom Flag T-Shirt,6501d9d43c31ed0ac091f7ab,"https://images-na.ssl-images-amazon.com/images/I/51EIx4-hmuL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Under-Armour-Freedom-T-Shirt-Marine/dp/B08NWJL7VX/ref=zg_bs_g_fashion_sccl_3/132-6973416-4920936?psc=1,"Male , Young Adult , Fitness and Wellness , Sports and Hobbies , Comfortable Yet Stylish , Practical , Birthdays , Holidays , Promotions and Achievements , Thank You Gifts",11.97,4.7,,Under Armour Men's New Freedom Flag T-Shirt,"Sep 13, 2023 10:19 pm","Sep 13, 2023 10:19 pm",,hello@nocoded.space,1694623753295x687039477062814100,"{'gender': ['male'], 'age_category': ['18 - 25'], 'interest': ['fitness and wellness', 'sports and hobbies'], 'occasion': ['birthdays', 'holidays', 'promotions and achievements', 'thank you gifts'], 'relationship': [], 'style': ['comfortable yet stylish', 'practical']}","['male', 'young adult', 'fitness and wellness', 'sports and hobbies', 'comfortable yet stylish', 'practical', 'birthdays', 'holidays', 'promotions and achievements', 'thank you gifts']",['male'],['18 - 25'],"['fitness and wellness', 'sports and hobbies']","['birthdays', 'holidays', 'promotions and achievements', 'thank you gifts']",[],"['comfortable yet stylish', 'practical']",1694623753295x687039477062814100
49,49,,Thompson Emporium Pin Up Poster Bikini Babe Heads & Tails Good Luck Challenge Coin,6501d9d43c31ed0ac091f7e3,"https://images-na.ssl-images-amazon.com/images/I/81hpFxRPjwL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Poster-Bikini-Challenge-Thompson-Emporium/dp/B01EJVSJF8/ref=zg_bs_g_coins_sccl_1/132-6973416-4920936?psc=1,"Male , Adult , Sports and Hobbies , Fashion and Accessories , Premium Brands , Classic and Timeless , Birthdays , Anniversaries , Holidays , Thank You Gifts",12.99,4.6,,Thompson Emporium Pin Up Poster Bikini Babe Heads & Tails Good Luck Challenge Coin,"Sep 13, 2023 10:19 pm","Sep 13, 2023 10:19 pm",,hello@nocoded.space,1694623754337x680228773059955200,"{'gender': ['male'], 'age_category': ['25 - 45'], 'interest': ['sports and hobbies', 'fashion and accessories'], 'occasion': ['birthdays', 'anniversaries', 'holidays', 'thank you gifts'], 'relationship': [], 'style': ['premium brands', 'classic and timeless']}","['male', 'adult', 'sports and hobbies', 'fashion and accessories', 'premium brands', 'classic and timeless', 'birthdays', 'anniversaries', 'holidays', 'thank you gifts']",['male'],['25 - 45'],"['sports and hobbies', 'fashion and accessories']","['birthdays', 'anniversaries', 'holidays', 'thank you gifts']",[],"['premium brands', 'classic and timeless']",1694623754337x680228773059955200
50,50,,2023 1 oz American Silver Eagle Bullion Coin Brilliant Uncirculated with Certificate of Authenticity $1 BU,6501d9d43c31ed0ac091f7f9,"https://images-na.ssl-images-amazon.com/images/I/71YyT85nSDL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Ounce-American-Silver-Brilliant-Uncirculated/dp/B07L37K5ZQ/ref=zg_bs_g_coins_sccl_12/132-6973416-4920936?psc=1,"Male , Adult , Sports and Hobbies , Classic and Timeless , Practical , Premium Brands , Birthdays , Anniversaries , Holidays , Promotions and Achievements , Graduations , Thank You Gifts",43.15,4.7,,2023 1 oz American Silver Eagle Bullion Coin Brilliant Uncirculated with Certificate of Authenticity $1 BU,"Sep 13, 2023 10:19 pm","Sep 13, 2023 10:19 pm",,hello@nocoded.space,1694623756568x909857361380613400,"{'gender': ['male'], 'age_category': ['25 - 45'], 'interest': ['sports and hobbies'], 'occasion': ['birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'graduations', 'thank you gifts'], 'relationship': [], 'style': ['classic and timeless', 'practical', 'premium brands']}","['male', 'adult', 'sports and hobbies', 'classic and timeless', 'practical', 'premium brands', 'birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'graduations', 'thank you gifts']",['male'],['25 - 45'],['sports and hobbies'],"['birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'graduations', 'thank you gifts']",[],"['classic and timeless', 'practical', 'premium brands']",1694623756568x909857361380613400
51,51,,U.S. Navy Sailor's Creed Challenge Coin,6501d9d43c31ed0ac091f807,"https://images-na.ssl-images-amazon.com/images/I/81AtXQGuuJL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/U-S-Navy-Sailors-Creed-Challenge/dp/B0767GL2XP/ref=zg_bs_g_coins_sccl_19/132-6973416-4920936?psc=1,"Male , Adult , Classic and Timeless , Premium Brands , Practical , Appreciation , Promotions and Achievements , Thank You Gifts",15.99,4.9,,U.S. Navy Sailor's Creed Challenge Coin,"Sep 13, 2023 10:19 pm","Sep 13, 2023 10:19 pm",,hello@nocoded.space,1694623758278x192381823351694960,"{'gender': ['male'], 'age_category': ['25 - 45'], 'interest': [], 'occasion': ['appreciation', 'promotions and achievements', 'thank you gifts'], 'relationship': [], 'style': ['classic and timeless', 'premium brands', 'practical']}","['male', 'adult', 'classic and timeless', 'premium brands', 'practical', 'appreciation', 'promotions and achievements', 'thank you gifts']",['male'],['25 - 45'],[],"['appreciation', 'promotions and achievements', 'thank you gifts']",[],"['classic and timeless', 'premium brands', 'practical']",1694623758278x192381823351694960
52,52,,1 Troy Oz. Lincoln Wheat Cent Authentic Silver Round| Commemorative Piece Made from .999 Fine Silver Made in USA +Includes Free Protective Capsule,6501d9d43c31ed0ac091f809,"https://images-na.ssl-images-amazon.com/images/I/71V-vFiUU9L._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Lincoln-Authentic-Commemorative-Protective-Capsule/dp/B0B9J1CP3Z/ref=zg_bs_g_coins_sccl_20/132-6973416-4920936?psc=1,"Male , Adult , Tech and Gadgets , Premium Brands , Minimalistic , Practical , Birthdays , Anniversaries , Holidays , Promotions and Achievements , Graduations , Thank You Gifts",44.99,4.8,,1 Troy Oz. Lincoln Wheat Cent Authentic Silver Round| Commemorative Piece Made from .999 Fine Silver Made in USA +Includes Free Protective Capsule,"Sep 13, 2023 10:19 pm","Sep 13, 2023 10:19 pm",,hello@nocoded.space,1694623758645x939087300543111000,"{'gender': ['male'], 'age_category': ['25 - 45'], 'interest': ['tech and gadgets'], 'occasion': ['birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'graduations', 'thank you gifts'], 'relationship': [], 'style': ['premium brands', 'minimalistic', 'practical']}","['male', 'adult', 'tech and gadgets', 'premium brands', 'minimalistic', 'practical', 'birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'graduations', 'thank you gifts']",['male'],['25 - 45'],['tech and gadgets'],"['birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'graduations', 'thank you gifts']",[],"['premium brands', 'minimalistic', 'practical']",1694623758645x939087300543111000
53,53,,"Mac Book Pro Charger - 118W USB C Charger Fast Charger for USB C Port MacBook pro & MacBook Air, ipad Pro, Samsung Galaxy and All USB C Device, Include Charge Cable（7.2ft/2.2m）",6501d9d43c31ed0ac091f823,"https://images-na.ssl-images-amazon.com/images/I/51QXqomzfdL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Mac-Book-Pro-Charger-Cable%EF%BC%887-2ft/dp/B0B1HJ666G/ref=zg_bs_g_pc_sccl_3/132-6973416-4920936?psc=1,"Male , Female , Young Adult , Adult , Tech and Gadgets , Premium Brands , Practical , Birthdays , Anniversaries , Holidays , Promotions and Achievements , Graduations , Thank You Gifts",37.99,4.7,,"Mac Book Pro Charger - 118W USB C Charger Fast Charger for USB C Port MacBook pro & MacBook Air, ipad Pro, Samsung Galaxy and All USB C Device, Include Charge Cable（7.2ft/2.2m）","Sep 13, 2023 10:19 pm","Sep 13, 2023 10:19 pm",,hello@nocoded.space,1694623759851x510205612768900100,"{'gender': ['male', 'female'], 'age_category': ['18 - 25', '25 - 45'], 'interest': ['tech and gadgets'], 'occasion': ['birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'graduations', 'thank you gifts'], 'relationship': [], 'style': ['premium brands', 'practical']}","['male', 'female', 'young adult', 'adult', 'tech and gadgets', 'premium brands', 'practical', 'birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'graduations', 'thank you gifts']","['male', 'female']","['18 - 25', '25 - 45']",['tech and gadgets'],"['birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'graduations', 'thank you gifts']",[],"['premium brands', 'practical']",1694623759851x510205612768900100
54,54,,"Mac Book Pro Charger - 118W USB C Charger Fast Charger for MacBook Pro, MacBook Air, iPad Pro, Samsung Galaxy and All USB-C Devices, 7.2ft USB C to C Cable",6501d9d43c31ed0ac091f829,"https://images-na.ssl-images-amazon.com/images/I/410o5YzZcYL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Mac-Book-Pro-Charger-MacBook/dp/B09GFR7NSK/ref=zg_bs_g_pc_sccl_6/132-6973416-4920936?psc=1,"Male , Female , Young Adult , Adult , Tech and Gadgets , Premium Brands , Practical , Birthdays , Anniversaries , Graduations , Promotions and Achievements , Thank You Gifts",32.39,4.6,,"Mac Book Pro Charger - 118W USB C Charger Fast Charger for MacBook Pro, MacBook Air, iPad Pro, Samsung Galaxy and All USB-C Devices, 7.2ft USB C to C Cable","Sep 13, 2023 10:19 pm","Sep 13, 2023 10:19 pm",,hello@nocoded.space,1694623760410x244305069797907680,"{'gender': ['male', 'female'], 'age_category': ['18 - 25', '25 - 45'], 'interest': ['tech and gadgets'], 'occasion': ['birthdays', 'anniversaries', 'graduations', 'promotions and achievements', 'thank you gifts'], 'relationship': [], 'style': ['premium brands', 'practical']}","['male', 'female', 'young adult', 'adult', 'tech and gadgets', 'premium brands', 'practical', 'birthdays', 'anniversaries', 'graduations', 'promotions and achievements', 'thank you gifts']","['male', 'female']","['18 - 25', '25 - 45']",['tech and gadgets'],"['birthdays', 'anniversaries', 'graduations', 'promotions and achievements', 'thank you gifts']",[],"['premium brands', 'practical']",1694623760410x244305069797907680
55,55,,"Olansit 200 PCS Water Bottle Stickers for Kids Teens, Cute Vinyl Waterproof Laptop Skateboard Stickers, Aesthetic Car Decals Computer Hydroflask Stickers for Adults Teens Kids Girls (200 pcs)",6501d9d43c31ed0ac091f83b,"https://images-na.ssl-images-amazon.com/images/I/81+ffDXpvtL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Olansit-Waterproof-Skateboard-Aesthetic-Hydroflask/dp/B09NPF2M3Z/ref=zg_bs_g_pc_sccl_15/132-6973416-4920936?psc=1,"Female , Male , Child , Teenager , Young Adult , Adult , Fashion and Accessories , Tech and Gadgets , Arts and Crafts , Outdoor and Nature , Sports and Hobbies , Birthdays , Holidays , Thank You Gifts",8.99,4.6,,"Olansit 200 PCS Water Bottle Stickers for Kids Teens, Cute Vinyl Waterproof Laptop Skateboard Stickers, Aesthetic Car Decals Computer Hydroflask Stickers for Adults Teens Kids Girls (200 pcs)","Sep 13, 2023 10:19 pm","Sep 13, 2023 10:19 pm",,hello@nocoded.space,1694623761417x296151345482511550,"{'gender': ['female', 'male'], 'age_category': ['under 12', '12 - 18', '18 - 25', '25 - 45'], 'interest': ['fashion and accessories', 'tech and gadgets', 'arts and crafts', 'outdoor and nature', 'sports and hobbies'], 'occasion': ['birthdays', 'holidays', 'thank you gifts'], 'relationship': ['child'], 'style': []}","['female', 'male', 'child', 'teenager', 'young adult', 'adult', 'fashion and accessories', 'tech and gadgets', 'arts and crafts', 'outdoor and nature', 'sports and hobbies', 'birthdays', 'holidays', 'thank you gifts']","['female', 'male']","['under 12', '12 - 18', '18 - 25', '25 - 45']","['fashion and accessories', 'tech and gadgets', 'arts and crafts', 'outdoor and nature', 'sports and hobbies']","['birthdays', 'holidays', 'thank you gifts']",['child'],[],1694623761417x296151345482511550
56,56,,"Mac Book Pro Charger - 118W USB C Charger Fast Charger Compatible with MacBook Pro/Air 16, 15, 14, 13 Inch, iPad Pro, Samsung Galaxy, and More USB-C Devices(7.2 ft Cable Included)..",6501d9d43c31ed0ac091f83f,"https://images-na.ssl-images-amazon.com/images/I/511rHa58MLL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Mac-Book-Pro-Charger-Compatible/dp/B097PTBB5V/ref=zg_bs_g_pc_sccl_17/132-6973416-4920936?psc=1,"Male , Female , Young Adult , Adult , Tech and Gadgets , Premium Brands , Practical , Birthdays , Anniversaries , Promotions and Achievements , Graduations , Thank You Gifts",37.61,4.6,,"Mac Book Pro Charger - 118W USB C Charger Fast Charger Compatible with MacBook Pro/Air 16, 15, 14, 13 Inch, iPad Pro, Samsung Galaxy, and More USB-C Devices(7.2 ft Cable Included)..","Sep 13, 2023 10:19 pm","Sep 13, 2023 10:19 pm",,hello@nocoded.space,1694623762477x780696158880835800,"{'gender': ['male', 'female'], 'age_category': ['18 - 25', '25 - 45'], 'interest': ['tech and gadgets'], 'occasion': ['birthdays', 'anniversaries', 'promotions and achievements', 'graduations', 'thank you gifts'], 'relationship': [], 'style': ['premium brands', 'practical']}","['male', 'female', 'young adult', 'adult', 'tech and gadgets', 'premium brands', 'practical', 'birthdays', 'anniversaries', 'promotions and achievements', 'graduations', 'thank you gifts']","['male', 'female']","['18 - 25', '25 - 45']",['tech and gadgets'],"['birthdays', 'anniversaries', 'promotions and achievements', 'graduations', 'thank you gifts']",[],"['premium brands', 'practical']",1694623762477x780696158880835800
57,57,,"Baseus Laptop Docking Station Dual Monitor 4K@120Hz, 9 in 1 USB C Hub with 2 HDMI, 1000Mbps LAN, 100W PD, 3 USB, SD Card Reader, USB C Dock Compatible with MacBook/Dell/HP/Surface/Lenovo/Steam Deck",6501d9d43c31ed0ac091f853,"https://images-na.ssl-images-amazon.com/images/I/61iX3Zz1wEL._AC_UL600_SR600,400_.jpg",https://www.amazon.com/Docking-Station-Monitor-1000Mbps-Multiport/dp/B0B1PT5FVM/ref=zg_bs_g_pc_sccl_27/132-6973416-4920936?psc=1,"Male , Female , Young Adult , Adult , Tech and Gadgets , Fashion and Accessories , Home and Decor , Practical , Birthdays , Anniversaries , Holidays , Promotions and Achievements , Graduations , Thank You Gifts",37.7,4.3,,"Baseus Laptop Docking Station Dual Monitor 4K@120Hz, 9 in 1 USB C Hub with 2 HDMI, 1000Mbps LAN, 100W PD, 3 USB, SD Card Reader, USB C Dock Compatible with MacBook/Dell/HP/Surface/Lenovo/Steam Deck","Sep 13, 2023 10:19 pm","Sep 13, 2023 10:19 pm",,hello@nocoded.space,1694623763456x517166110242896100,"{'gender': ['male', 'female'], 'age_category': ['18 - 25', '25 - 45'], 'interest': ['tech and gadgets', 'fashion and accessories', 'home and decor'], 'occasion': ['birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'graduations', 'thank you gifts'], 'relationship': [], 'style': ['practical']}","['male', 'female', 'young adult', 'adult', 'tech and gadgets', 'fashion and accessories', 'home and decor', 'practical', 'birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'graduations', 'thank you gifts']","['male', 'female']","['18 - 25', '25 - 45']","['tech and gadgets', 'fashion and accessories', 'home and decor']","['birthdays', 'anniversaries', 'holidays', 'promotions and achievements', 'graduations', 'thank you gifts']",[],['practical'],1694623763456x517166110242896100
